candidate_id,fold,row_type,n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,bootstrap,criterion,train_accuracy,train_roc_auc,train_log_loss,train_brier,val_accuracy,val_roc_auc,val_log_loss,val_brier,val_f1,train_val_acc_gap,train_val_auc_gap,val_accuracy_mean,val_accuracy_std,val_roc_auc_mean,val_roc_auc_std,val_log_loss_mean,val_log_loss_std,val_brier_mean,val_brier_std,val_f1_mean,val_f1_std,train_accuracy_mean,train_roc_auc_mean,train_val_acc_gap_mean,train_val_auc_gap_mean
anchor_leaf40_strong_regularization,3.0,fold,300,,40,40,sqrt,True,gini,0.6587761269201713,0.7250521028490047,0.6254995732475499,0.21737120090230136,0.6039304610733183,0.6367392807745506,0.6603025688039446,0.23400181005993953,0.6548089591567853,0.05484566584685302,0.08831282207445412,,,,,,,,,,,,,,
anchor_leaf40_strong_regularization,4.0,fold,300,,40,40,sqrt,True,gini,0.6592368719304873,0.7258657511889277,0.6234581257219418,0.2165087140544705,0.6060377358490566,0.6365813444021677,0.6594709836645646,0.2336541129988143,0.6579292267365662,0.053199136081430676,0.08928440678675997,,,,,,,,,,,,,,
anchor_moderate_depth8_altfeatures,1.0,fold,800,8.0,20,20,0.5,True,gini,0.6848072562358276,0.7704073886639676,0.6079311217080566,0.20908879707437694,0.579622641509434,0.5945973461450469,0.6805066945442045,0.24362127186149662,0.613998613998614,0.10518461472639362,0.17581004251892074,,,,,,,,,,,,,,
anchor_moderate_depth8_altfeatures,2.0,fold,800,8.0,20,20,0.5,True,gini,0.6722054380664653,0.7541889365509016,0.6116743853478839,0.21095665028924776,0.618291761148904,0.6413788710536678,0.6578181571971303,0.23271370562857335,0.6701502286087524,0.053913676917561215,0.11281006549723382,,,,,,,,,,,,,,
anchor_moderate_depth8_altfeatures,3.0,fold,800,8.0,20,20,0.5,True,gini,0.6706119365399144,0.7461249384657302,0.610540917715913,0.21071951112819529,0.5993953136810279,0.6369306131857999,0.6601503395044372,0.23391463889322814,0.6553966189856957,0.07121662285888641,0.10919432527993034,,,,,,,,,,,,,,
anchor_moderate_depth8_altfeatures,4.0,fold,800,8.0,20,20,0.5,True,gini,0.6533811862485833,0.7325641810895598,0.6152142530933254,0.2130635244684649,0.5977358490566038,0.636341519658711,0.6585798621396189,0.2332668285464833,0.653220559531555,0.055645337191979505,0.09622266143084879,,,,,,,,,,,,,,
v1_reference_unrestricted,1.0,fold,300,,1,2,sqrt,True,gini,0.9576719576719577,0.9972108483621642,0.2333783295109411,0.05043293793326099,0.550188679245283,0.5757240905971173,0.6885005883456489,0.24737942687472395,0.5754985754985755,0.40748327842667464,0.42148675776504696,,,,,,,,,,,,,,
v1_reference_unrestricted,2.0,fold,300,,1,2,sqrt,True,gini,0.9762084592145015,0.9984501880992797,0.2208440966950227,0.04514061472184444,0.6107331821617535,0.6262143006045444,0.6658192195789128,0.23642152608344996,0.6666666666666666,0.36547527705274796,0.37223588749473524,,,,,,,,,,,,,,
v1_reference_unrestricted,3.0,fold,300,,1,2,sqrt,True,gini,0.9801057668093679,0.9990204357674236,0.2104420427016183,0.041274473447820266,0.5721844293272865,0.5908921161825726,0.6815772202401232,0.24381602687090928,0.6185983827493261,0.40792133748208137,0.40812831958485096,,,,,,,,,,,,,,
v1_reference_unrestricted,4.0,fold,300,,1,2,sqrt,True,gini,0.9814884775217227,0.9991853970445002,0.20952644661679742,0.040684786055295234,0.5826415094339623,0.6223152311772167,0.6668872061925687,0.23706990395631117,0.6305945223780896,0.39884696808776043,0.3768701658672835,,,,,,,,,,,,,,
random_001,1.0,fold,300,4.0,5,10,1.0,True,gini,0.6258503401360545,0.6811901913875598,0.646143946535515,0.2272500826264967,0.580377358490566,0.5994966826813086,0.6769383176758873,0.24196790638816426,0.6138888888888889,0.04547298164548841,0.08169350870625114,,,,,,,,,,,,,,
random_001,2.0,fold,300,4.0,5,10,1.0,True,gini,0.618202416918429,0.6583603821626829,0.6535595040333237,0.23095091700926879,0.5993953136810279,0.6297639728534038,0.6618087917686016,0.23458781551736316,0.6615581098339719,0.01880710323740109,0.02859640930927909,,,,,,,,,,,,,,
random_001,3.0,fold,300,4.0,5,10,1.0,True,gini,0.616217577436414,0.6553739673361016,0.652770021544405,0.23051170819686595,0.6069538926681783,0.6394651913324112,0.660147804781045,0.23383895927236012,0.6623376623376623,0.009263684768235692,0.01590877600369045,,,,,,,,,,,,,,
