feature,impurity_importance,fold_val_permutation_mean,fold_val_permutation_std,family
format_win_rate_diff,0.014247260576618149,0.0012754939866344822,0.0021807524044514487,A_original_v1
time_weighted_history_mass_min,0.013499830987400601,0.00037230485449901154,0.00033040520442164306,G_form_confidence
time_weighted_performance_residual_diff,0.013297969341796544,0.0003095089252409478,0.0009548110535220235,F_time_decayed
map_matchup_median_smoothed_wr_advantage,0.01329380276923914,-2.5714440365795497e-05,0.0007788485234635103,C_same_map_matchup
map_matchup_median_elo_advantage,0.013292756785912747,-0.00016001077334333315,0.00047943193013325926,C_same_map_matchup
roster_top_kast_diff,0.013248525673032108,0.0011157026398137511,0.000799824448180754,H_player_performance
map_matchup_midrange_elo_advantage,0.013236156949997116,-0.00041926922393291377,0.0005362217660825368,C_same_map_matchup
map_pool_size_diff,0.012292848619108614,0.0003713437876424253,0.0012843519254948114,B_pool_depth
days_since_last_match_diff,0.011439124615923238,0.0005843590712870216,0.00035596432887735656,A_original_v1
avg_series_margin_last_10_diff,0.01110655614382356,-0.0005905309013392423,0.000903322032356108,A_original_v1
map_pool_mean_smoothed_wr_diff,0.01106434435643236,-0.00010440527943733346,0.0008353961928282425,B_pool_depth
roster_mean_adr_diff,0.010953693299683175,0.0002607434691766997,0.0003245522276334389,H_player_performance
map_matchup_mean_smoothed_wr_advantage,0.010762653602095057,-0.0004005751660031393,0.0007898552228973811,C_same_map_matchup
map_pool_second_best_smoothed_wr_diff,0.010592205201088268,-1.6364832073489965e-05,0.0007960547671492001,B_pool_depth
map_pool_worst_elo_diff,0.010494013017383728,-0.00021812228855258578,0.0010313382852842165,B_pool_depth
performance_residual_last_5_diff,0.010274359906856543,-0.00038604245525514225,0.0006656437628016933,E_opponent_strength
history_matches_min,0.010211489404479917,0.00019789857520802754,0.0004175793530595595,A_original_v1
opponent_adjusted_history_min,0.010159837242371066,0.0003629551827900202,0.0007566996499804765,G_form_confidence
core5_appearance_concentration_90d_diff,0.010046182867405511,0.0002121621263662582,0.00020555073300102835,I_roster_stability
performance_residual_last_10_diff,0.009890903106053136,-0.000971004098249309,0.0013503620280071135,E_opponent_strength
map_matchup_elo_advantage_range,0.009861395156581939,-0.00022550103896673836,0.0003518506101178367,D_coverage_confidence
roster_bottom_kast_diff,0.009840568956288792,1.3037566161636084e-05,0.0005767111747209264,H_player_performance
map_pool_worst_smoothed_wr_diff,0.009437374251116263,-3.346544094722512e-05,0.0007541098048030847,B_pool_depth
map_pool_best_smoothed_wr_diff,0.009271713227913085,-0.0004229134370537541,0.0007466285008665144,B_pool_depth
roster_top_kd_balance_diff,0.009229419229235725,0.00021233571438871444,0.0011404776683217675,H_player_performance
map_pool_third_best_smoothed_wr_diff,0.008796917586302222,-0.0002805435815465996,0.0003598448848455253,B_pool_depth
roster_min_player_history_mass,0.008732975989664387,0.0001336023484333371,0.0006502520358033352,J_confidence_evidence
recent_unique_players_20_maps_diff,0.008620804236559506,0.0003588776907183566,0.00042046553192203996,I_roster_stability
core5_continuity_last_10_diff,0.008514235958860295,0.00025923062140253695,0.00015249409607301254,I_roster_stability
roster_bottom_kd_balance_diff,0.00829122772228306,-0.00014377962344438725,0.0007450701621950122,H_player_performance
history_matches_sum,0.008265367934418665,-7.3546485924225245e-06,0.00036243559077781326,A_original_v1
roster_bottom_adr_diff,0.008246461943980134,0.00013828359528129106,0.0004621997122080578,H_player_performance
map_pool_total_matches_min,0.00816144926675206,0.0003311330397768042,0.0008613415761663593,D_coverage_confidence
roster_mean_assists_per_round_diff,0.008153674204411628,7.744416694834e-05,0.0003127410948115188,H_player_performance
recent_unique_players_10_maps_diff,0.008120481833928989,0.0006521161787989976,0.00048581443637129565,I_roster_stability
roster_top_adr_diff,0.00809366743575931,-8.10187607756363e-05,0.00036333707914264885,H_player_performance
avg_series_margin_last_5_diff,0.007601233989082408,-0.00016927142404797035,0.0004202767907792422,A_original_v1
roster_core_concentration_min,0.00613305098751881,0.0001407990203812992,0.00036336414589420717,J_confidence_evidence
win_rate_last_10_diff,0.005880223562910853,-0.0003228707676288689,0.0004969151531324242,A_original_v1
matches_last_30_days_diff,0.005593885658715238,-0.0004903676271421159,0.001231507623500175,A_original_v1
win_rate_last_5_diff,0.005080866459376268,-6.87908299102341e-05,9.825775545297881e-05,A_original_v1
map_matchup_positive_advantage_balance,0.0044008081391066845,-0.0001853824697798545,0.00019414971790463332,C_same_map_matchup
map_matchup_shared_coverage,0.0032657892529895653,-4.485920877301818e-05,0.00019743389011291171,D_coverage_confidence
roster_core_continuity_last10_min,0.003164135214239015,-0.00010898641463578662,0.00013644533100674118,J_confidence_evidence
tier_tier2,0.002527028787590384,0.000378103399046692,0.0002566258176593972,A_original_v1
map_pool_size_min,0.002076732304659109,-5.73216260118109e-05,0.00019700219677874873,D_coverage_confidence
shared_experienced_map_count,0.002004771684170513,0.000112721967348145,0.00010037295732364814,D_coverage_confidence
union_map_count,0.0016234102666605585,0.00010596894192233531,5.7972863353373676e-05,D_coverage_confidence
shared_recent_map_count,0.0015387687461322355,9.849608354809136e-05,0.00023121198510714402,D_coverage_confidence
bestOf_BO3,0.001186077299332671,2.057052263661485e-05,8.604610857066946e-05,A_original_v1
both_teams_have_5_adjusted_matches,0.0011380104687407086,-3.4618089997234816e-05,4.455794949462438e-05,G_form_confidence
both_teams_have_5_matches,0.0011027436978591407,8.641980311189512e-05,7.551574893642142e-05,A_original_v1
roster_form_players_min,0.0010240317027357872,5.18549743327823e-05,4.032479616685326e-05,J_confidence_evidence
both_teams_have_5_experienced_maps,0.0007062929440201318,-0.00010424544610069531,0.00013938031354006946,D_coverage_confidence
both_teams_have_10_adjusted_matches,0.0006901721561056879,3.7512871770986606e-05,0.00012905703842438465,G_form_confidence
both_teams_have_history,0.0006417064228195509,-6.98745540750334e-06,2.7819322416891334e-05,A_original_v1
both_teams_have_10_matches,0.000549347142322163,-1.6718097868057003e-05,0.00010036613148381206,A_original_v1
roster_size_min,0.0004479986639349388,2.9364559728400905e-05,2.1152512016473538e-05,J_confidence_evidence
both_teams_have_3_recent_maps,0.000246562006746025,1.8309155374218734e-05,3.4222479532312986e-05,D_coverage_confidence
both_teams_have_5_inferred_players,0.00021400564769058231,-1.2826870163840098e-05,5.0532619480625525e-05,J_confidence_evidence
both_teams_have_map_pool_history,0.00016927710724236932,-4.940792447963303e-06,4.743983595397386e-05,D_coverage_confidence
tier_tier3,3.287012776114935e-05,-2.033240524793867e-05,1.9114532384517775e-05,A_original_v1
bestOf_BO5,0.0,0.0,0.0,A_original_v1
