stage,round,best_of,team_a,team_b,times_matchup_occurred,fraction_of_simulations,model_probability_team_a,team_a_win_count,team_b_win_count
stage_1,2,1,B8 Esports,NRG Esports,492,0.00984,0.678520567846612,322,170
stage_1,2,1,B8 Esports,Sharks Esports,2970,0.0594,0.6091099602394882,1761,1209
stage_1,2,1,B8 Esports,Sinners Esports,3788,0.07576,0.5159343627287759,1943,1845
stage_1,2,1,B8 Esports,THUNDERdOWNUNDER,10945,0.2189,0.6953338754265346,7534,3411
stage_1,2,1,B8 Esports,Team Liquid,6037,0.12074,0.6437909513531394,3806,2231
stage_1,2,1,BIG,FlyQuest,2279,0.04558,0.6083190809620325,1376,903
stage_1,2,1,BIG,Gaimin Gladiators,6060,0.1212,0.7012839449636504,4232,1828
stage_1,2,1,BIG,Lynn Vision Gaming,5060,0.1012,0.6988228376759004,3500,1560
stage_1,2,1,BIG,M80,7517,0.15034,0.6349679464134176,4771,2746
stage_1,2,1,BIG,MIBR,3869,0.07738,0.5752899963630924,2272,1597
stage_1,2,1,BIG,NRG Esports,2955,0.0591,0.7172759436790207,2075,880
stage_1,2,1,BIG,Sharks Esports,4474,0.08948,0.6483966543544737,2899,1575
stage_1,2,1,BIG,Sinners Esports,3621,0.07242,0.5717705019323215,2035,1586
stage_1,2,1,BIG,THUNDERdOWNUNDER,4561,0.09122,0.6983510054621013,3223,1338
stage_1,2,1,BIG,TYLOO,3836,0.07672,0.6051340884632839,2335,1501
stage_1,2,1,BetBoom Team,BIG,5768,0.11536,0.5309460768380561,3112,2656
stage_1,2,1,BetBoom Team,FlyQuest,2743,0.05486,0.6225399848197172,1741,1002
stage_1,2,1,BetBoom Team,Lynn Vision Gaming,5998,0.11996,0.7093945083008676,4314,1684
stage_1,2,1,BetBoom Team,M80,2287,0.04574,0.6651614436299752,1513,774
stage_1,2,1,BetBoom Team,MIBR,5061,0.10122,0.6525646314380257,3354,1707
stage_1,2,1,BetBoom Team,NRG Esports,2655,0.0531,0.7607572031694025,2034,621
stage_1,2,1,BetBoom Team,Sharks Esports,5558,0.11116,0.716412801265881,3986,1572
stage_1,2,1,BetBoom Team,Sinners Esports,4576,0.09152,0.6349272444910348,2966,1610
stage_1,2,1,BetBoom Team,THUNDERdOWNUNDER,5164,0.10328,0.7241342818249565,3730,1434
stage_1,2,1,BetBoom Team,TYLOO,4130,0.0826,0.6870705455666916,2801,1329
stage_1,2,1,BetBoom Team,Team Liquid,6060,0.1212,0.6916579867763301,4197,1863
stage_1,2,1,Gaimin Gladiators,Team Liquid,4890,0.0978,0.40771970965407317,2004,2886
stage_1,2,1,GamerLegion,FlyQuest,23582,0.47164,0.593563322633214,13946,9636
stage_1,2,1,GamerLegion,Gaimin Gladiators,1692,0.03384,0.6931990647727648,1173,519
stage_1,2,1,GamerLegion,Lynn Vision Gaming,7042,0.14084,0.6833794123996114,4810,2232
stage_1,2,1,GamerLegion,Sharks Esports,1384,0.02768,0.6571099340432619,921,463
stage_1,2,1,GamerLegion,Sinners Esports,1198,0.02396,0.555379457275606,637,561
stage_1,2,1,GamerLegion,THUNDERdOWNUNDER,10678,0.21356,0.7116504896917125,7629,3049
stage_1,2,1,GamerLegion,TYLOO,814,0.01628,0.6334265991602475,467,347
stage_1,2,1,GamerLegion,Team Liquid,3610,0.0722,0.6280116545561041,2205,1405
stage_1,2,1,Heroic,FlyQuest,6328,0.12656,0.4578004813200043,2976,3352
stage_1,2,1,Heroic,Gaimin Gladiators,4488,0.08976,0.630250164345225,2791,1697
stage_1,2,1,Heroic,Lynn Vision Gaming,7842,0.15684,0.5800443985598843,4488,3354
stage_1,2,1,Heroic,M80,3155,0.0631,0.5070853514447144,1625,1530
stage_1,2,1,Heroic,MIBR,4162,0.08324,0.49586685038646805,2066,2096
stage_1,2,1,Heroic,NRG Esports,1819,0.03638,0.6099982491161428,1103,716
stage_1,2,1,Heroic,Sinners Esports,4022,0.08044,0.4371063530422324,1829,2193
stage_1,2,1,Heroic,THUNDERdOWNUNDER,8557,0.17114,0.6851554900933828,5883,2674
stage_1,2,1,Heroic,TYLOO,3026,0.06052,0.547581555014629,1650,1376
stage_1,2,1,Heroic,Team Liquid,6601,0.13202,0.5921019602017307,3973,2628
stage_1,2,1,M80,FlyQuest,1496,0.02992,0.46771929567152387,674,822
stage_1,2,1,M80,Gaimin Gladiators,5124,0.10248,0.6284280227728143,3198,1926
stage_1,2,1,M80,MIBR,7808,0.15616,0.4415997434668439,3531,4277
stage_1,2,1,M80,NRG Esports,2845,0.0569,0.6391505691373369,1864,981
stage_1,2,1,M80,Sharks Esports,4274,0.08548,0.6070512852054426,2638,1636
stage_1,2,1,M80,Sinners Esports,2910,0.0582,0.4325726700200972,1249,1661
stage_1,2,1,M80,THUNDERdOWNUNDER,3518,0.07036,0.7106420560510993,2494,1024
stage_1,2,1,M80,TYLOO,3709,0.07418,0.5210563149869832,1980,1729
stage_1,2,1,M80,Team Liquid,5357,0.10714,0.5273658099801973,2828,2529
stage_1,2,1,MIBR,FlyQuest,604,0.01208,0.47026863559541576,291,313
stage_1,2,1,MIBR,Gaimin Gladiators,3725,0.0745,0.6548123891051935,2428,1297
stage_1,2,1,MIBR,Lynn Vision Gaming,2313,0.04626,0.6184504629372153,1433,880
stage_1,2,1,MIBR,NRG Esports,2851,0.05702,0.6784463888337823,1918,933
stage_1,2,1,MIBR,Sharks Esports,3601,0.07202,0.5930748807922268,2189,1412
stage_1,2,1,MIBR,Sinners Esports,6680,0.1336,0.42915876585760904,2826,3854
stage_1,2,1,MIBR,TYLOO,3731,0.07462,0.5919792120491926,2225,1506
stage_1,2,1,MIBR,Team Liquid,3508,0.07016,0.5808931186224655,2057,1451
stage_1,2,1,NRG Esports,FlyQuest,1198,0.02396,0.34096380457972075,408,790
stage_1,2,1,NRG Esports,Gaimin Gladiators,5087,0.10174,0.4850543505783272,2549,2538
stage_1,2,1,NRG Esports,Lynn Vision Gaming,4311,0.08622,0.40884848619339026,1785,2526
stage_1,2,1,NRG Esports,Sharks Esports,3586,0.07172,0.46018286352871174,1650,1936
stage_1,2,1,NRG Esports,THUNDERdOWNUNDER,3998,0.07996,0.624707413604036,2527,1471
stage_1,2,1,NRG Esports,TYLOO,7203,0.14406,0.390241891993898,2800,4403
stage_1,2,1,NRG Esports,Team Liquid,4855,0.0971,0.39059597791737927,1920,2935
stage_1,2,1,Sharks Esports,Gaimin Gladiators,8302,0.16604,0.50774096495649,4213,4089
stage_1,2,1,Sharks Esports,Lynn Vision Gaming,2869,0.05738,0.4541429444956659,1347,1522
stage_1,2,1,Sharks Esports,Team Liquid,1515,0.0303,0.47113812860572607,744,771
stage_1,2,1,Sinners Esports,Gaimin Gladiators,3871,0.07742,0.6559166667922359,2533,1338
stage_1,2,1,Sinners Esports,Lynn Vision Gaming,2787,0.05574,0.6219673992111446,1779,1008
stage_1,2,1,Sinners Esports,NRG Esports,6145,0.1229,0.6523425391901677,4019,2126
stage_1,2,1,Sinners Esports,Sharks Esports,3404,0.06808,0.602010813891489,2070,1334
stage_1,2,1,Sinners Esports,THUNDERdOWNUNDER,889,0.01778,0.6850713079929801,635,254
stage_1,2,1,Sinners Esports,TYLOO,2856,0.05712,0.6020038795554941,1739,1117
stage_1,2,1,Sinners Esports,Team Liquid,3253,0.06506,0.6304232058918043,2036,1217
stage_1,2,1,TYLOO,Gaimin Gladiators,3384,0.06768,0.5862277821499066,1973,1411
stage_1,2,1,TYLOO,Lynn Vision Gaming,3244,0.06488,0.5461103530011897,1740,1504
stage_1,2,1,TYLOO,Sharks Esports,8063,0.16126,0.5466524657085821,4366,3697
stage_1,2,1,TYLOO,THUNDERdOWNUNDER,1690,0.0338,0.6951864437417092,1170,520
stage_1,2,1,TYLOO,Team Liquid,4314,0.08628,0.5341609191736911,2287,2027
stage_1,3,1,B8 Esports,BIG,717,0.01434,0.4392394740418061,301,416
stage_1,3,3,B8 Esports,BIG,1916,0.03832,0.4142242887608662,785,1131
stage_1,3,1,B8 Esports,BetBoom Team,551,0.01102,0.4283711848415578,257,294
stage_1,3,3,B8 Esports,BetBoom Team,2395,0.0479,0.4293850333473114,1018,1377
stage_1,3,1,B8 Esports,FlyQuest,2229,0.04458,0.5516068865821602,1178,1051
stage_1,3,3,B8 Esports,FlyQuest,684,0.01368,0.5412965123339257,380,304
stage_1,3,1,B8 Esports,Gaimin Gladiators,1345,0.0269,0.6545546129667706,887,458
stage_1,3,3,B8 Esports,Gaimin Gladiators,752,0.01504,0.6496733776869456,501,251
stage_1,3,1,B8 Esports,GamerLegion,571,0.01142,0.45097026962098036,255,316
stage_1,3,3,B8 Esports,GamerLegion,536,0.01072,0.43056744305341565,231,305
stage_1,3,1,B8 Esports,Heroic,648,0.01296,0.5642588057336743,349,299
stage_1,3,3,B8 Esports,Heroic,1606,0.03212,0.562859315908329,915,691
stage_1,3,1,B8 Esports,Lynn Vision Gaming,1619,0.03238,0.6177801517294201,1031,588
stage_1,3,3,B8 Esports,Lynn Vision Gaming,869,0.01738,0.6116229891964454,546,323
stage_1,3,1,B8 Esports,M80,1035,0.0207,0.6079463376499523,618,417
stage_1,3,3,B8 Esports,M80,1615,0.0323,0.602868856263219,971,644
stage_1,3,1,B8 Esports,MIBR,1334,0.02668,0.5711898617269769,774,560
stage_1,3,3,B8 Esports,MIBR,2012,0.04024,0.573220578674987,1148,864
stage_1,3,1,B8 Esports,NRG Esports,1200,0.024,0.678520567846612,815,385
stage_1,3,3,B8 Esports,NRG Esports,744,0.01488,0.6793010866338397,499,245
stage_1,3,1,B8 Esports,Sharks Esports,1188,0.02376,0.6091099602394882,730,458
stage_1,3,3,B8 Esports,Sharks Esports,927,0.01854,0.6010319125449196,539,388
stage_1,3,1,B8 Esports,Sinners Esports,1647,0.03294,0.5159343627287759,829,818
stage_1,3,3,B8 Esports,Sinners Esports,1572,0.03144,0.5106324095658693,786,786
stage_1,3,1,B8 Esports,THUNDERdOWNUNDER,1591,0.03182,0.6953338754265346,1138,453
stage_1,3,3,B8 Esports,THUNDERdOWNUNDER,772,0.01544,0.7046213837991793,533,239
stage_1,3,1,B8 Esports,Team Liquid,1506,0.03012,0.6437909513531394,975,531
stage_1,3,3,B8 Esports,Team Liquid,771,0.01542,0.6488703030042267,512,259
stage_1,3,1,BIG,B8 Esports,267,0.00534,0.5602548177202508,136,131
stage_1,3,3,BIG,B8 Esports,715,0.0143,0.5941195636317336,422,293
stage_1,3,1,BIG,BetBoom Team,354,0.00708,0.46888405247895537,166,188
stage_1,3,3,BIG,BetBoom Team,767,0.01534,0.47266987426300794,360,407
stage_1,3,1,BIG,FlyQuest,1491,0.02982,0.6083190809620325,894,597
stage_1,3,3,BIG,FlyQuest,962,0.01924,0.6098814180875805,603,359
stage_1,3,1,BIG,Gaimin Gladiators,1559,0.03118,0.7012839449636504,1095,464
stage_1,3,3,BIG,Gaimin Gladiators,480,0.0096,0.7263709758518141,350,130
stage_1,3,1,BIG,GamerLegion,180,0.0036,0.4710342081924055,86,94
stage_1,3,3,BIG,GamerLegion,1046,0.02092,0.48031114120964247,504,542
stage_1,3,1,BIG,Heroic,384,0.00768,0.6020465760659246,234,150
stage_1,3,3,BIG,Heroic,643,0.01286,0.6400809721971142,401,242
stage_1,3,1,BIG,Lynn Vision Gaming,1122,0.02244,0.6988228376759004,771,351
stage_1,3,3,BIG,Lynn Vision Gaming,922,0.01844,0.6697086806965324,624,298
stage_1,3,1,BIG,M80,1622,0.03244,0.6349679464134176,1045,577
stage_1,3,3,BIG,M80,802,0.01604,0.6373067990926312,512,290
stage_1,3,1,BIG,MIBR,1372,0.02744,0.5752899963630924,764,608
stage_1,3,3,BIG,MIBR,1579,0.03158,0.580898718828693,942,637
stage_1,3,1,BIG,NRG Esports,1080,0.0216,0.7172759436790207,806,274
stage_1,3,3,BIG,NRG Esports,725,0.0145,0.7671825316272709,565,160
stage_1,3,1,BIG,Sharks Esports,1596,0.03192,0.6483966543544737,1007,589
stage_1,3,3,BIG,Sharks Esports,901,0.01802,0.6673726775471175,609,292
stage_1,3,1,BIG,Sinners Esports,1345,0.0269,0.5717705019323215,770,575
stage_1,3,3,BIG,Sinners Esports,1347,0.02694,0.5913164085231608,773,574
stage_1,3,1,BIG,THUNDERdOWNUNDER,1048,0.02096,0.6983510054621013,716,332
stage_1,3,3,BIG,THUNDERdOWNUNDER,824,0.01648,0.6996473214926983,581,243
stage_1,3,1,BIG,TYLOO,1435,0.0287,0.6051340884632839,871,564
stage_1,3,3,BIG,TYLOO,801,0.01602,0.6134046805116997,509,292
stage_1,3,1,BetBoom Team,B8 Esports,198,0.00396,0.5874837359188877,109,89
stage_1,3,3,BetBoom Team,B8 Esports,707,0.01414,0.5841325631023765,407,300
stage_1,3,1,BetBoom Team,BIG,1787,0.03574,0.5309460768380561,932,855
stage_1,3,3,BetBoom Team,BIG,1364,0.02728,0.5323420109579063,716,648
stage_1,3,1,BetBoom Team,FlyQuest,1606,0.03212,0.6225399848197172,977,629
stage_1,3,3,BetBoom Team,FlyQuest,1008,0.02016,0.6153041171114118,631,377
stage_1,3,1,BetBoom Team,GamerLegion,212,0.00424,0.49409386033743885,109,103
stage_1,3,3,BetBoom Team,GamerLegion,844,0.01688,0.4893427988551112,400,444
stage_1,3,1,BetBoom Team,Heroic,212,0.00424,0.6571190776095176,139,73
stage_1,3,3,BetBoom Team,Heroic,923,0.01846,0.6717388358843791,601,322
stage_1,3,1,BetBoom Team,Lynn Vision Gaming,1274,0.02548,0.7093945083008676,894,380
stage_1,3,3,BetBoom Team,Lynn Vision Gaming,744,0.01488,0.7085868504366631,501,243
stage_1,3,1,BetBoom Team,M80,1496,0.02992,0.6651614436299752,997,499
stage_1,3,3,BetBoom Team,M80,1489,0.02978,0.6621855701459298,993,496
stage_1,3,1,BetBoom Team,MIBR,1070,0.0214,0.6525646314380257,694,376
stage_1,3,3,BetBoom Team,MIBR,1881,0.03762,0.6373574800576594,1214,667
stage_1,3,1,BetBoom Team,NRG Esports,984,0.01968,0.7607572031694025,757,227
stage_1,3,3,BetBoom Team,NRG Esports,582,0.01164,0.7774739528140124,450,132
stage_1,3,1,BetBoom Team,Sharks Esports,1089,0.02178,0.716412801265881,764,325
stage_1,3,3,BetBoom Team,Sharks Esports,769,0.01538,0.7206149885896598,555,214
stage_1,3,1,BetBoom Team,Sinners Esports,1208,0.02416,0.6349272444910348,775,433
stage_1,3,3,BetBoom Team,Sinners Esports,1385,0.0277,0.6354565344989138,909,476
stage_1,3,1,BetBoom Team,THUNDERdOWNUNDER,1152,0.02304,0.7241342818249565,850,302
stage_1,3,3,BetBoom Team,THUNDERdOWNUNDER,680,0.0136,0.7212650789176434,490,190
stage_1,3,1,BetBoom Team,TYLOO,1277,0.02554,0.6870705455666916,876,401
stage_1,3,3,BetBoom Team,TYLOO,807,0.01614,0.6904875176894828,542,265
stage_1,3,1,BetBoom Team,Team Liquid,1483,0.02966,0.6916579867763301,1020,463
stage_1,3,3,BetBoom Team,Team Liquid,548,0.01096,0.7088961645965903,376,172
stage_1,3,1,FlyQuest,B8 Esports,671,0.01342,0.439000634383576,287,384
stage_1,3,3,FlyQuest,B8 Esports,502,0.01004,0.4587725631424121,194,308
stage_1,3,1,FlyQuest,BIG,997,0.01994,0.36606791315060844,356,641
stage_1,3,3,FlyQuest,BIG,784,0.01568,0.38369052542962073,314,470
stage_1,3,1,FlyQuest,BetBoom Team,734,0.01468,0.361644480890614,290,444
stage_1,3,3,FlyQuest,BetBoom Team,1055,0.0211,0.3860451376238028,388,667
stage_1,3,1,FlyQuest,Gaimin Gladiators,295,0.0059,0.6280845391435692,184,111
stage_1,3,3,FlyQuest,Gaimin Gladiators,515,0.0103,0.6412761462795045,344,171
stage_1,3,1,FlyQuest,GamerLegion,538,0.01076,0.37738667066156767,178,360
stage_1,3,1,FlyQuest,Heroic,732,0.01464,0.5459229938889434,404,328
stage_1,3,3,FlyQuest,Heroic,885,0.0177,0.527211122327652,466,419
stage_1,3,1,FlyQuest,Lynn Vision Gaming,467,0.00934,0.6082085658917138,271,196
stage_1,3,3,FlyQuest,Lynn Vision Gaming,411,0.00822,0.5935276934045883,251,160
stage_1,3,1,FlyQuest,M80,946,0.01892,0.5265854524333083,487,459
stage_1,3,3,FlyQuest,M80,722,0.01444,0.5407100229293589,388,334
stage_1,3,1,FlyQuest,MIBR,685,0.0137,0.5336551895403786,344,341
stage_1,3,3,FlyQuest,MIBR,693,0.01386,0.5385991394563298,376,317
stage_1,3,1,FlyQuest,NRG Esports,88,0.00176,0.6411390147917511,57,31
stage_1,3,3,FlyQuest,NRG Esports,535,0.0107,0.639435666367878,334,201
stage_1,3,1,FlyQuest,Sharks Esports,340,0.0068,0.6061376397228215,199,141
stage_1,3,3,FlyQuest,Sharks Esports,718,0.01436,0.6198513153451353,466,252
stage_1,3,1,FlyQuest,THUNDERdOWNUNDER,620,0.0124,0.6512380407958167,429,191
stage_1,3,3,FlyQuest,THUNDERdOWNUNDER,376,0.00752,0.6665128962972464,238,138
stage_1,3,1,FlyQuest,TYLOO,294,0.00588,0.5291565595315746,151,143
stage_1,3,3,FlyQuest,TYLOO,582,0.01164,0.5493921973605117,343,239
stage_1,3,1,FlyQuest,Team Liquid,356,0.00712,0.546724364317855,181,175
stage_1,3,3,FlyQuest,Team Liquid,389,0.00778,0.5356582394841176,212,177
stage_1,3,1,Gaimin Gladiators,B8 Esports,735,0.0147,0.3506283111996276,278,457
stage_1,3,3,Gaimin Gladiators,B8 Esports,770,0.0154,0.35950354876818613,289,481
stage_1,3,1,Gaimin Gladiators,BIG,410,0.0082,0.28438580273798614,114,296
stage_1,3,3,Gaimin Gladiators,BIG,512,0.01024,0.2680547744481925,162,350
stage_1,3,1,Gaimin Gladiators,FlyQuest,671,0.01342,0.3660422618056736,235,436
stage_1,3,3,Gaimin Gladiators,FlyQuest,1945,0.0389,0.3536978447616632,674,1271
stage_1,3,1,Gaimin Gladiators,GamerLegion,604,0.01208,0.2909084209188721,183,421
stage_1,3,3,Gaimin Gladiators,GamerLegion,856,0.01712,0.2788647349773437,237,619
stage_1,3,1,Gaimin Gladiators,Heroic,831,0.01662,0.3644492306017618,307,524
stage_1,3,3,Gaimin Gladiators,Heroic,858,0.01716,0.3627966036250211,332,526
stage_1,3,1,Gaimin Gladiators,Lynn Vision Gaming,952,0.01904,0.4295456843827344,400,552
stage_1,3,3,Gaimin Gladiators,Lynn Vision Gaming,2131,0.04262,0.425810568429563,938,1193
stage_1,3,1,Gaimin Gladiators,M80,447,0.00894,0.3747241229373749,174,273
stage_1,3,3,Gaimin Gladiators,M80,714,0.01428,0.37669565488939594,293,421
stage_1,3,1,Gaimin Gladiators,MIBR,383,0.00766,0.3383489738194081,118,265
stage_1,3,3,Gaimin Gladiators,MIBR,737,0.01474,0.3502288086153095,241,496
stage_1,3,1,Gaimin Gladiators,NRG Esports,321,0.00642,0.5120546024694218,192,129
stage_1,3,3,Gaimin Gladiators,NRG Esports,679,0.01358,0.5208391785460078,338,341
stage_1,3,1,Gaimin Gladiators,Sharks Esports,286,0.00572,0.49170782935745866,139,147
stage_1,3,3,Gaimin Gladiators,Sharks Esports,534,0.01068,0.48104171482915803,253,281
stage_1,3,1,Gaimin Gladiators,Sinners Esports,635,0.0127,0.345477899126948,241,394
stage_1,3,3,Gaimin Gladiators,Sinners Esports,723,0.01446,0.3537408969914699,284,439
stage_1,3,1,Gaimin Gladiators,THUNDERdOWNUNDER,551,0.01102,0.5949049089312485,313,238
stage_1,3,3,Gaimin Gladiators,THUNDERdOWNUNDER,3153,0.06306,0.6107780515445986,1949,1204
stage_1,3,1,Gaimin Gladiators,TYLOO,294,0.00588,0.3984083843392942,119,175
stage_1,3,3,Gaimin Gladiators,TYLOO,505,0.0101,0.40992780152735214,230,275
stage_1,3,1,Gaimin Gladiators,Team Liquid,1968,0.03936,0.40771970965407317,808,1160
stage_1,3,3,Gaimin Gladiators,Team Liquid,1446,0.02892,0.4093618620839425,591,855
stage_1,3,1,GamerLegion,B8 Esports,677,0.01354,0.5342697851324947,343,334
stage_1,3,3,GamerLegion,B8 Esports,1147,0.02294,0.5514844569667672,628,519
stage_1,3,1,GamerLegion,BIG,808,0.01616,0.5302272400078116,430,378
stage_1,3,3,GamerLegion,BIG,1908,0.03816,0.5113600438499174,994,914
stage_1,3,1,GamerLegion,BetBoom Team,653,0.01306,0.49767626787486613,322,331
stage_1,3,3,GamerLegion,BetBoom Team,2581,0.05162,0.5074024171788432,1284,1297
stage_1,3,1,GamerLegion,FlyQuest,1712,0.03424,0.593563322633214,1051,661
stage_1,3,1,GamerLegion,Gaimin Gladiators,1334,0.02668,0.6931990647727648,898,436
stage_1,3,3,GamerLegion,Gaimin Gladiators,588,0.01176,0.7132044215590133,439,149
stage_1,3,1,GamerLegion,Heroic,791,0.01582,0.6122379649039008,506,285
stage_1,3,3,GamerLegion,Heroic,1573,0.03146,0.6451443973129916,1005,568
stage_1,3,1,GamerLegion,Lynn Vision Gaming,1716,0.03432,0.6833794123996114,1181,535
stage_1,3,3,GamerLegion,Lynn Vision Gaming,863,0.01726,0.6755518733383623,595,268
stage_1,3,1,GamerLegion,M80,802,0.01604,0.6255478952062357,529,273
stage_1,3,3,GamerLegion,M80,1831,0.03662,0.6213564960141024,1116,715
stage_1,3,1,GamerLegion,MIBR,782,0.01564,0.6082022135053027,463,319
stage_1,3,3,GamerLegion,MIBR,2617,0.05234,0.6071809278866067,1568,1049
stage_1,3,1,GamerLegion,Sharks Esports,1257,0.02514,0.6571099340432619,802,455
stage_1,3,3,GamerLegion,Sharks Esports,874,0.01748,0.6635746482085159,569,305
stage_1,3,1,GamerLegion,Sinners Esports,1136,0.02272,0.555379457275606,650,486
stage_1,3,3,GamerLegion,Sinners Esports,1904,0.03808,0.5601047039114481,1055,849
stage_1,3,1,GamerLegion,THUNDERdOWNUNDER,1708,0.03416,0.7116504896917125,1234,474
stage_1,3,3,GamerLegion,THUNDERdOWNUNDER,567,0.01134,0.7105612723529697,401,166
stage_1,3,1,GamerLegion,TYLOO,1138,0.02276,0.6334265991602475,719,419
stage_1,3,3,GamerLegion,TYLOO,881,0.01762,0.6381674378197185,557,324
stage_1,3,1,GamerLegion,Team Liquid,1656,0.03312,0.6280116545561041,1061,595
stage_1,3,3,GamerLegion,Team Liquid,779,0.01558,0.636511499557497,511,268
stage_1,3,1,Heroic,B8 Esports,447,0.00894,0.4356437468405652,192,255
stage_1,3,3,Heroic,B8 Esports,729,0.01458,0.4416986504216143,306,423
stage_1,3,1,Heroic,BIG,966,0.01932,0.38234248915489755,383,583
stage_1,3,3,Heroic,BIG,1545,0.0309,0.3429956241114846,538,1007
stage_1,3,1,Heroic,BetBoom Team,506,0.01012,0.334903978081579,157,349
stage_1,3,3,Heroic,BetBoom Team,2057,0.04114,0.32342978787181875,700,1357
stage_1,3,1,Heroic,FlyQuest,1983,0.03966,0.4578004813200043,920,1063
stage_1,3,3,Heroic,FlyQuest,855,0.0171,0.47048760621567776,403,452
stage_1,3,1,Heroic,Gaimin Gladiators,1218,0.02436,0.630250164345225,786,432
stage_1,3,3,Heroic,Gaimin Gladiators,645,0.0129,0.6286321745759405,424,221
stage_1,3,1,Heroic,GamerLegion,380,0.0076,0.38436967691524637,135,245
stage_1,3,3,Heroic,GamerLegion,459,0.00918,0.35455738889654803,148,311
stage_1,3,1,Heroic,Lynn Vision Gaming,1657,0.03314,0.5800443985598843,949,708
stage_1,3,3,Heroic,Lynn Vision Gaming,742,0.01484,0.5830943079717232,448,294
stage_1,3,1,Heroic,M80,1572,0.03144,0.5070853514447144,807,765
stage_1,3,3,Heroic,M80,1408,0.02816,0.5073432192077503,688,720
stage_1,3,1,Heroic,MIBR,1333,0.02666,0.49586685038646805,628,705
stage_1,3,3,Heroic,MIBR,1624,0.03248,0.47920369272511854,777,847
stage_1,3,1,Heroic,NRG Esports,1375,0.0275,0.6099982491161428,808,567
stage_1,3,3,Heroic,NRG Esports,717,0.01434,0.6070238638034692,405,312
stage_1,3,1,Heroic,Sinners Esports,1563,0.03126,0.4371063530422324,687,876
stage_1,3,3,Heroic,Sinners Esports,1281,0.02562,0.44437621586084647,568,713
stage_1,3,1,Heroic,THUNDERdOWNUNDER,1427,0.02854,0.6851554900933828,951,476
stage_1,3,3,Heroic,THUNDERdOWNUNDER,762,0.01524,0.7050396429069496,536,226
stage_1,3,1,Heroic,TYLOO,1551,0.03102,0.547581555014629,820,731
stage_1,3,3,Heroic,TYLOO,802,0.01604,0.5502987048414726,422,380
stage_1,3,1,Heroic,Team Liquid,1533,0.03066,0.5921019602017307,893,640
stage_1,3,3,Heroic,Team Liquid,617,0.01234,0.5976732455175581,367,250
stage_1,3,1,Lynn Vision Gaming,B8 Esports,756,0.01512,0.3826384570680708,290,466
stage_1,3,3,Lynn Vision Gaming,B8 Esports,544,0.01088,0.3666758389692838,198,346
stage_1,3,1,Lynn Vision Gaming,BIG,1204,0.02408,0.3219598497886099,390,814
stage_1,3,3,Lynn Vision Gaming,BIG,584,0.01168,0.3421506685943709,211,373
stage_1,3,1,Lynn Vision Gaming,BetBoom Team,848,0.01696,0.2813386876200823,243,605
stage_1,3,3,Lynn Vision Gaming,BetBoom Team,576,0.01152,0.2847047927143705,133,443
stage_1,3,1,Lynn Vision Gaming,FlyQuest,871,0.01742,0.39586880891643744,323,548
stage_1,3,3,Lynn Vision Gaming,FlyQuest,1090,0.0218,0.3971778524307534,414,676
stage_1,3,1,Lynn Vision Gaming,Gaimin Gladiators,439,0.00878,0.5693961170778656,241,198
stage_1,3,3,Lynn Vision Gaming,Gaimin Gladiators,434,0.00868,0.5727579143267288,239,195
stage_1,3,1,Lynn Vision Gaming,GamerLegion,570,0.0114,0.31410595984063044,188,382
stage_1,3,3,Lynn Vision Gaming,GamerLegion,739,0.01478,0.31691078290041363,259,480
stage_1,3,1,Lynn Vision Gaming,Heroic,913,0.01826,0.4168039734801185,365,548
stage_1,3,3,Lynn Vision Gaming,Heroic,519,0.01038,0.4106830976476824,223,296
stage_1,3,1,Lynn Vision Gaming,MIBR,315,0.0063,0.3725779663124991,123,192
stage_1,3,3,Lynn Vision Gaming,MIBR,697,0.01394,0.36206182653731567,273,424
stage_1,3,1,Lynn Vision Gaming,NRG Esports,257,0.00514,0.5744940203613786,145,112
stage_1,3,3,Lynn Vision Gaming,NRG Esports,390,0.0078,0.5716602949709032,226,164
stage_1,3,1,Lynn Vision Gaming,Sharks Esports,394,0.00788,0.5437193012329896,216,178
stage_1,3,3,Lynn Vision Gaming,Sharks Esports,457,0.00914,0.5240344639893523,235,222
stage_1,3,1,Lynn Vision Gaming,Sinners Esports,482,0.00964,0.3884524540531345,182,300
stage_1,3,3,Lynn Vision Gaming,Sinners Esports,512,0.01024,0.3712821944694477,191,321
