stage,round,best_of,team_a,team_b,times_matchup_occurred,fraction_of_simulations,model_probability_team_a,team_a_win_count,team_b_win_count
stage_2,3,3,TYLOO,Sinners Esports,234,0.00468,0.41024044312620106,97,137
stage_2,3,1,TYLOO,THUNDERdOWNUNDER,36,0.00072,0.6951864437417092,28,8
stage_2,3,3,TYLOO,THUNDERdOWNUNDER,117,0.00234,0.6988123445274819,98,19
stage_2,3,1,TYLOO,Team Liquid,114,0.00228,0.5341609191736911,65,49
stage_2,3,3,TYLOO,Team Liquid,179,0.00358,0.5358921652435842,97,82
stage_2,3,1,TYLOO,Team Spirit,184,0.00368,0.20260954786754623,39,145
stage_2,3,3,TYLOO,Team Spirit,207,0.00414,0.18989743446180643,42,165
stage_2,3,1,TYLOO,paiN Gaming,217,0.00434,0.3799989212732778,89,128
stage_2,3,3,TYLOO,paiN Gaming,266,0.00532,0.3840060542181276,97,169
stage_2,3,1,Team Liquid,9z Team,170,0.0034,0.4579324390288002,84,86
stage_2,3,3,Team Liquid,9z Team,255,0.0051,0.44217478241918184,121,134
stage_2,3,1,Team Liquid,Astralis,232,0.00464,0.369878428734505,82,150
stage_2,3,3,Team Liquid,Astralis,213,0.00426,0.3523001602221788,66,147
stage_2,3,1,Team Liquid,B8 Esports,168,0.00336,0.35052274266076666,66,102
stage_2,3,3,Team Liquid,B8 Esports,197,0.00394,0.34912816417554016,66,131
stage_2,3,1,Team Liquid,BIG,211,0.00422,0.40338519068918266,74,137
stage_2,3,3,Team Liquid,BIG,218,0.00436,0.386834841193892,90,128
stage_2,3,1,Team Liquid,BetBoom Team,213,0.00426,0.3108074058829096,65,148
stage_2,3,3,Team Liquid,BetBoom Team,182,0.00364,0.308216793195248,53,129
stage_2,3,1,Team Liquid,FUT Esports,229,0.00458,0.42019736691039955,94,135
stage_2,3,3,Team Liquid,FUT Esports,201,0.00402,0.41421724403933335,78,123
stage_2,3,1,Team Liquid,FlyQuest,133,0.00266,0.4553893976601312,51,82
stage_2,3,3,Team Liquid,FlyQuest,205,0.0041,0.4626259906391972,82,123
stage_2,3,1,Team Liquid,G2 Esports,186,0.00372,0.3323145625191683,51,135
stage_2,3,3,Team Liquid,G2 Esports,189,0.00378,0.33972076583953165,63,126
stage_2,3,1,Team Liquid,Gaimin Gladiators,72,0.00144,0.5797008377423682,44,28
stage_2,3,3,Team Liquid,Gaimin Gladiators,103,0.00206,0.5783698934002485,64,39
stage_2,3,1,Team Liquid,GamerLegion,186,0.00372,0.3600320886975646,63,123
stage_2,3,3,Team Liquid,GamerLegion,198,0.00396,0.35249617828139,62,136
stage_2,3,1,Team Liquid,Heroic,132,0.00264,0.39497543862524476,47,85
stage_2,3,3,Team Liquid,Heroic,189,0.00378,0.38816587175970035,80,109
stage_2,3,1,Team Liquid,Legacy,193,0.00386,0.3492398890082913,60,133
stage_2,3,3,Team Liquid,Legacy,209,0.00418,0.3171984512200008,73,136
stage_2,3,1,Team Liquid,Lynn Vision Gaming,91,0.00182,0.5402672504127977,51,40
stage_2,3,3,Team Liquid,Lynn Vision Gaming,148,0.00296,0.5325496710529152,81,67
stage_2,3,1,Team Liquid,M80,119,0.00238,0.46846815286685795,58,61
stage_2,3,3,Team Liquid,M80,211,0.00422,0.4522383255449342,88,123
stage_2,3,1,Team Liquid,MIBR,135,0.0027,0.4224204762383209,57,78
stage_2,3,3,Team Liquid,MIBR,210,0.0042,0.38626858573632294,79,131
stage_2,3,1,Team Liquid,Monte,194,0.00388,0.4074498514529021,85,109
stage_2,3,3,Team Liquid,Monte,252,0.00504,0.41977384181253247,88,164
stage_2,3,1,Team Liquid,NRG Esports,43,0.00086,0.6034113961134997,20,23
stage_2,3,3,Team Liquid,NRG Esports,128,0.00256,0.6082557342513512,75,53
stage_2,3,1,Team Liquid,Sharks Esports,82,0.00164,0.5254703687875147,42,40
stage_2,3,3,Team Liquid,Sharks Esports,151,0.00302,0.5185265721660114,78,73
stage_2,3,1,Team Liquid,Sinners Esports,178,0.00356,0.3944561472316148,83,95
stage_2,3,3,Team Liquid,Sinners Esports,158,0.00316,0.390050164979655,57,101
stage_2,3,1,Team Liquid,THUNDERdOWNUNDER,42,0.00084,0.6730879937883987,32,10
stage_2,3,3,Team Liquid,THUNDERdOWNUNDER,110,0.0022,0.6938762061871945,73,37
stage_2,3,1,Team Liquid,TYLOO,115,0.0023,0.4560355810538535,60,55
stage_2,3,3,Team Liquid,TYLOO,159,0.00318,0.45688739418793534,64,95
stage_2,3,1,Team Liquid,Team Spirit,166,0.00332,0.2285152557659055,40,126
stage_2,3,3,Team Liquid,Team Spirit,193,0.00386,0.20758174173014274,36,157
stage_2,3,1,Team Liquid,paiN Gaming,194,0.00388,0.3795512294696532,72,122
stage_2,3,3,Team Liquid,paiN Gaming,239,0.00478,0.37899427679278264,89,150
stage_2,3,1,Team Spirit,9z Team,1116,0.02232,0.7944008466207305,889,227
stage_2,3,3,Team Spirit,9z Team,1772,0.03544,0.7940543775684259,1390,382
stage_2,3,1,Team Spirit,Astralis,562,0.01124,0.7794462067085604,449,113
stage_2,3,3,Team Spirit,Astralis,2017,0.04034,0.7879042478056272,1583,434
stage_2,3,1,Team Spirit,B8 Esports,713,0.01426,0.7629548550899323,542,171
stage_2,3,3,Team Spirit,B8 Esports,670,0.0134,0.7678238522565252,500,170
stage_2,3,1,Team Spirit,BIG,738,0.01476,0.7212387100698417,530,208
stage_2,3,3,Team Spirit,BIG,832,0.01664,0.7302076282352363,580,252
stage_2,3,1,Team Spirit,BetBoom Team,715,0.0143,0.6303111910370379,443,272
stage_2,3,3,Team Spirit,BetBoom Team,1101,0.02202,0.6582551300675757,711,390
stage_2,3,1,Team Spirit,FUT Esports,619,0.01238,0.7720586954239796,477,142
stage_2,3,3,Team Spirit,FUT Esports,518,0.01036,0.7841868736571875,419,99
stage_2,3,1,Team Spirit,FlyQuest,579,0.01158,0.784905217919616,448,131
stage_2,3,3,Team Spirit,FlyQuest,505,0.0101,0.7922163599884414,400,105
stage_2,3,1,Team Spirit,G2 Esports,534,0.01068,0.7184025305465589,382,152
stage_2,3,3,Team Spirit,G2 Esports,2427,0.04854,0.7619722070978489,1868,559
stage_2,3,1,Team Spirit,Gaimin Gladiators,306,0.00612,0.7984391540529509,243,63
stage_2,3,3,Team Spirit,Gaimin Gladiators,211,0.00422,0.8177147771079031,182,29
stage_2,3,1,Team Spirit,GamerLegion,688,0.01376,0.7472297017966156,492,196
stage_2,3,3,Team Spirit,GamerLegion,877,0.01754,0.7610989266777072,652,225
stage_2,3,1,Team Spirit,Heroic,585,0.0117,0.7605227889491493,434,151
stage_2,3,3,Team Spirit,Heroic,519,0.01038,0.7846458137594972,396,123
stage_2,3,1,Team Spirit,Legacy,544,0.01088,0.724337479753256,368,176
stage_2,3,3,Team Spirit,Legacy,2506,0.05012,0.7206867230297207,1776,730
stage_2,3,1,Team Spirit,Lynn Vision Gaming,431,0.00862,0.8064740873400289,345,86
stage_2,3,3,Team Spirit,Lynn Vision Gaming,240,0.0048,0.808294746171975,193,47
stage_2,3,1,Team Spirit,M80,589,0.01178,0.8091782480068466,486,103
stage_2,3,3,Team Spirit,M80,395,0.0079,0.8069715279051998,317,78
stage_2,3,1,Team Spirit,MIBR,642,0.01284,0.7582741278581735,488,154
stage_2,3,3,Team Spirit,MIBR,517,0.01034,0.7567510223129217,405,112
stage_2,3,1,Team Spirit,Monte,1298,0.02596,0.7561166291891963,971,327
stage_2,3,3,Team Spirit,Monte,1772,0.03544,0.7601684127610082,1358,414
stage_2,3,1,Team Spirit,NRG Esports,250,0.005,0.8290118684647967,202,48
stage_2,3,3,Team Spirit,NRG Esports,152,0.00304,0.8308961288965188,121,31
stage_2,3,1,Team Spirit,Sharks Esports,416,0.00832,0.7965765461239811,325,91
stage_2,3,3,Team Spirit,Sharks Esports,276,0.00552,0.7972883075735686,217,59
stage_2,3,1,Team Spirit,Sinners Esports,734,0.01468,0.7438678500659276,553,181
stage_2,3,3,Team Spirit,Sinners Esports,652,0.01304,0.7508186697381024,497,155
stage_2,3,1,Team Spirit,THUNDERdOWNUNDER,160,0.0032,0.7836717041914241,124,36
stage_2,3,3,Team Spirit,THUNDERdOWNUNDER,101,0.00202,0.78693231111572,76,25
stage_2,3,1,Team Spirit,TYLOO,464,0.00928,0.7793692363340569,360,104
stage_2,3,3,Team Spirit,TYLOO,370,0.0074,0.7867686182877099,299,71
stage_2,3,1,Team Spirit,Team Liquid,452,0.00904,0.7504895693021348,339,113
stage_2,3,3,Team Spirit,Team Liquid,359,0.00718,0.7670696744367543,268,91
stage_2,3,1,Team Spirit,paiN Gaming,851,0.01702,0.781806322439816,672,179
stage_2,3,3,Team Spirit,paiN Gaming,2024,0.04048,0.7779095326141132,1584,440
stage_2,3,1,paiN Gaming,9z Team,1751,0.03502,0.538827444371263,953,798
stage_2,3,3,paiN Gaming,9z Team,1091,0.02182,0.5413729844571129,605,486
stage_2,3,1,paiN Gaming,Astralis,330,0.0066,0.4029260051521338,125,205
stage_2,3,3,paiN Gaming,Astralis,419,0.00838,0.3972035582173225,154,265
stage_2,3,1,paiN Gaming,B8 Esports,847,0.01694,0.4317072346652898,375,472
stage_2,3,3,paiN Gaming,B8 Esports,507,0.01014,0.4384480281923642,204,303
stage_2,3,1,paiN Gaming,BIG,968,0.01936,0.44948940713800256,422,546
stage_2,3,3,paiN Gaming,BIG,565,0.0113,0.4438385735602845,242,323
stage_2,3,1,paiN Gaming,BetBoom Team,1012,0.02024,0.3906465460821982,387,625
stage_2,3,3,paiN Gaming,BetBoom Team,616,0.01232,0.399943992364092,247,369
stage_2,3,1,paiN Gaming,FUT Esports,306,0.00612,0.4716594314369992,138,168
stage_2,3,3,paiN Gaming,FUT Esports,586,0.01172,0.46053768948044127,270,316
stage_2,3,1,paiN Gaming,FlyQuest,605,0.0121,0.5285603957171521,317,288
stage_2,3,3,paiN Gaming,FlyQuest,386,0.00772,0.5373042847717711,207,179
stage_2,3,1,paiN Gaming,G2 Esports,276,0.00552,0.3859065731247414,112,164
stage_2,3,3,paiN Gaming,G2 Esports,405,0.0081,0.39770363498389383,161,244
stage_2,3,1,paiN Gaming,Gaimin Gladiators,288,0.00576,0.6526163035997444,189,99
stage_2,3,3,paiN Gaming,Gaimin Gladiators,219,0.00438,0.6644896925775395,147,72
stage_2,3,1,paiN Gaming,GamerLegion,1019,0.02038,0.43296312591300373,406,613
stage_2,3,3,paiN Gaming,GamerLegion,556,0.01112,0.42586259498844603,242,314
stage_2,3,1,paiN Gaming,Heroic,710,0.0142,0.5201602995465903,392,318
stage_2,3,3,paiN Gaming,Heroic,416,0.00832,0.5245040778520044,213,203
stage_2,3,1,paiN Gaming,Legacy,290,0.0058,0.38704210570638636,107,183
stage_2,3,3,paiN Gaming,Legacy,297,0.00594,0.3745190928521645,111,186
stage_2,3,1,paiN Gaming,Lynn Vision Gaming,411,0.00822,0.6295029572157377,268,143
stage_2,3,3,paiN Gaming,Lynn Vision Gaming,298,0.00596,0.6327746583091701,179,119
stage_2,3,1,paiN Gaming,M80,655,0.0131,0.5883952076064886,360,295
stage_2,3,3,paiN Gaming,M80,374,0.00748,0.5895032952196508,192,182
stage_2,3,1,paiN Gaming,MIBR,799,0.01598,0.5428877110393621,430,369
stage_2,3,3,paiN Gaming,MIBR,448,0.00896,0.5368331041346281,254,194
stage_2,3,1,paiN Gaming,Monte,1464,0.02928,0.5361153393174581,791,673
stage_2,3,3,paiN Gaming,Monte,801,0.01602,0.542614271258038,411,390
stage_2,3,1,paiN Gaming,NRG Esports,240,0.0048,0.690010541839623,173,67
stage_2,3,3,paiN Gaming,NRG Esports,203,0.00406,0.6936329970239125,149,54
stage_2,3,1,paiN Gaming,Sharks Esports,402,0.00804,0.6014214654548575,239,163
stage_2,3,3,paiN Gaming,Sharks Esports,288,0.00576,0.5926373177995263,174,114
stage_2,3,1,paiN Gaming,Sinners Esports,777,0.01554,0.4775749960780897,380,397
stage_2,3,3,paiN Gaming,Sinners Esports,463,0.00926,0.4727338359490322,205,258
stage_2,3,1,paiN Gaming,THUNDERdOWNUNDER,177,0.00354,0.6988166244396823,134,43
stage_2,3,3,paiN Gaming,THUNDERdOWNUNDER,166,0.00332,0.7048341770928072,113,53
stage_2,3,1,paiN Gaming,TYLOO,494,0.00988,0.6118755689001154,311,183
stage_2,3,3,paiN Gaming,TYLOO,369,0.00738,0.6031745591360229,219,150
stage_2,3,1,paiN Gaming,Team Liquid,397,0.00794,0.6271517521213038,261,136
stage_2,3,3,paiN Gaming,Team Liquid,295,0.0059,0.6358839353044654,202,93
stage_2,3,1,paiN Gaming,Team Spirit,202,0.00404,0.21242495994217897,54,148
stage_2,3,3,paiN Gaming,Team Spirit,646,0.01292,0.20512081806133775,130,516
stage_2,4,3,9z Team,Astralis,983,0.01966,0.4117597354449025,398,585
stage_2,4,3,9z Team,B8 Esports,985,0.0197,0.4406078279982455,406,579
stage_2,4,3,9z Team,BIG,1074,0.02148,0.3931707049470456,413,661
stage_2,4,3,9z Team,BetBoom Team,1116,0.02232,0.39180928248599495,452,664
stage_2,4,3,9z Team,FUT Esports,1017,0.02034,0.3795868129790846,395,622
stage_2,4,3,9z Team,FlyQuest,659,0.01318,0.5061160648372184,323,336
stage_2,4,3,9z Team,G2 Esports,1087,0.02174,0.3808356535099255,394,693
stage_2,4,3,9z Team,Gaimin Gladiators,340,0.0068,0.6273492507577543,222,118
stage_2,4,3,9z Team,GamerLegion,1128,0.02256,0.41840806593759583,478,650
stage_2,4,3,9z Team,Heroic,770,0.0154,0.5044275444462224,398,372
stage_2,4,3,9z Team,Legacy,1201,0.02402,0.3764210396048008,476,725
stage_2,4,3,9z Team,Lynn Vision Gaming,473,0.00946,0.5793899681067202,251,222
stage_2,4,3,9z Team,M80,740,0.0148,0.535718359106196,400,340
stage_2,4,3,9z Team,MIBR,891,0.01782,0.5307574190951477,477,414
stage_2,4,3,9z Team,Monte,1190,0.0238,0.4913759488338826,567,623
stage_2,4,3,9z Team,NRG Esports,296,0.00592,0.6374400582721952,179,117
stage_2,4,3,9z Team,Sharks Esports,482,0.00964,0.5999940395698253,283,199
stage_2,4,3,9z Team,Sinners Esports,910,0.0182,0.41665554087534307,377,533
stage_2,4,3,9z Team,THUNDERdOWNUNDER,188,0.00376,0.7159458821334598,145,43
stage_2,4,3,9z Team,TYLOO,600,0.012,0.5375712002975289,313,287
stage_2,4,3,9z Team,Team Liquid,501,0.01002,0.5525930695399238,282,219
stage_2,4,3,9z Team,Team Spirit,749,0.01498,0.19566028101363922,166,583
stage_2,4,3,9z Team,paiN Gaming,1201,0.02402,0.4524796026046837,548,653
stage_2,4,3,Astralis,9z Team,1791,0.03582,0.5898905519818114,1044,747
stage_2,4,3,Astralis,B8 Esports,862,0.01724,0.5680852420537889,473,389
stage_2,4,3,Astralis,BIG,1049,0.02098,0.5296014267375477,542,507
stage_2,4,3,Astralis,BetBoom Team,1122,0.02244,0.4123110357681294,450,672
stage_2,4,3,Astralis,FUT Esports,1275,0.0255,0.5385788013826612,685,590
stage_2,4,3,Astralis,FlyQuest,662,0.01324,0.6088116773410585,373,289
stage_2,4,3,Astralis,G2 Esports,1831,0.03662,0.42150673542724415,786,1045
stage_2,4,3,Astralis,Gaimin Gladiators,287,0.00574,0.6763845363423576,187,100
stage_2,4,3,Astralis,GamerLegion,969,0.01938,0.4553905414869317,457,512
stage_2,4,3,Astralis,Heroic,743,0.01486,0.6035410448944384,454,289
stage_2,4,3,Astralis,Legacy,1881,0.03762,0.45267834231374415,854,1027
stage_2,4,3,Astralis,Lynn Vision Gaming,472,0.00944,0.6334746873161173,307,165
stage_2,4,3,Astralis,M80,701,0.01402,0.5942580315642797,404,297
stage_2,4,3,Astralis,MIBR,804,0.01608,0.6140074074256227,486,318
stage_2,4,3,Astralis,Monte,1864,0.03728,0.571665003073856,1077,787
stage_2,4,3,Astralis,NRG Esports,276,0.00552,0.7341046799997586,207,69
stage_2,4,3,Astralis,Sharks Esports,388,0.00776,0.6343570801745229,245,143
stage_2,4,3,Astralis,Sinners Esports,822,0.01644,0.5649379247507754,465,357
stage_2,4,3,Astralis,THUNDERdOWNUNDER,182,0.00364,0.7295690185009325,131,51
stage_2,4,3,Astralis,TYLOO,525,0.0105,0.6131621479298793,313,212
stage_2,4,3,Astralis,Team Liquid,477,0.00954,0.6421861461403121,295,182
stage_2,4,3,Astralis,Team Spirit,1009,0.02018,0.20704239988313142,201,808
stage_2,4,3,Astralis,paiN Gaming,1816,0.03632,0.6046928613539417,1094,722
stage_2,4,3,B8 Esports,9z Team,757,0.01514,0.5581504605644028,414,343
stage_2,4,3,B8 Esports,Astralis,739,0.01478,0.4269072040341774,315,424
stage_2,4,3,B8 Esports,BIG,716,0.01432,0.4142242887608662,307,409
stage_2,4,3,B8 Esports,BetBoom Team,690,0.0138,0.4293850333473114,282,408
stage_2,4,3,B8 Esports,FUT Esports,684,0.01368,0.4604108759983845,309,375
stage_2,4,3,B8 Esports,FlyQuest,461,0.00922,0.5412965123339257,250,211
stage_2,4,3,B8 Esports,G2 Esports,657,0.01314,0.42791994019186497,279,378
stage_2,4,3,B8 Esports,Gaimin Gladiators,232,0.00464,0.6496733776869456,144,88
stage_2,4,3,B8 Esports,GamerLegion,724,0.01448,0.43056744305341565,306,418
stage_2,4,3,B8 Esports,Heroic,504,0.01008,0.562859315908329,303,201
stage_2,4,3,B8 Esports,Legacy,666,0.01332,0.428163771525396,278,388
stage_2,4,3,B8 Esports,Lynn Vision Gaming,319,0.00638,0.6116229891964454,184,135
stage_2,4,3,B8 Esports,M80,525,0.0105,0.602868856263219,306,219
stage_2,4,3,B8 Esports,MIBR,575,0.0115,0.573220578674987,332,243
stage_2,4,3,B8 Esports,Monte,787,0.01574,0.559496033270737,434,353
stage_2,4,3,B8 Esports,NRG Esports,214,0.00428,0.6793010866338397,150,64
stage_2,4,3,B8 Esports,Sharks Esports,325,0.0065,0.6010319125449196,196,129
stage_2,4,3,B8 Esports,Sinners Esports,572,0.01144,0.5106324095658693,288,284
stage_2,4,3,B8 Esports,THUNDERdOWNUNDER,130,0.0026,0.7046213837991793,88,42
stage_2,4,3,B8 Esports,TYLOO,349,0.00698,0.6000769499851971,206,143
stage_2,4,3,B8 Esports,Team Liquid,384,0.00768,0.6488703030042267,251,133
stage_2,4,3,B8 Esports,Team Spirit,478,0.00956,0.22158290908322223,97,381
stage_2,4,3,B8 Esports,paiN Gaming,746,0.01492,0.550664762974193,409,337
stage_2,4,3,BIG,9z Team,854,0.01708,0.6274798443135923,547,307
stage_2,4,3,BIG,Astralis,762,0.01524,0.48066093134432397,359,403
stage_2,4,3,BIG,B8 Esports,706,0.01412,0.5941195636317336,399,307
stage_2,4,3,BIG,BetBoom Team,779,0.01558,0.47266987426300794,338,441
stage_2,4,3,BIG,FUT Esports,688,0.01376,0.5025490798655118,384,304
stage_2,4,3,BIG,FlyQuest,564,0.01128,0.6098814180875805,341,223
stage_2,4,3,BIG,G2 Esports,727,0.01454,0.42198319201159346,314,413
stage_2,4,3,BIG,Gaimin Gladiators,246,0.00492,0.7263709758518141,191,55
stage_2,4,3,BIG,GamerLegion,795,0.0159,0.48031114120964247,378,417
stage_2,4,3,BIG,Heroic,544,0.01088,0.6400809721971142,350,194
stage_2,4,3,BIG,Legacy,737,0.01474,0.4710578483100436,356,381
stage_2,4,3,BIG,Lynn Vision Gaming,380,0.0076,0.6697086806965324,244,136
stage_2,4,3,BIG,M80,556,0.01112,0.6373067990926312,354,202
stage_2,4,3,BIG,MIBR,621,0.01242,0.580898718828693,356,265
stage_2,4,3,BIG,Monte,839,0.01678,0.62005167305921,510,329
stage_2,4,3,BIG,NRG Esports,234,0.00468,0.7671825316272709,180,54
stage_2,4,3,BIG,Sharks Esports,335,0.0067,0.6673726775471175,225,110
stage_2,4,3,BIG,Sinners Esports,660,0.0132,0.5913164085231608,393,267
stage_2,4,3,BIG,THUNDERdOWNUNDER,160,0.0032,0.6996473214926983,112,48
stage_2,4,3,BIG,TYLOO,450,0.009,0.6134046805116997,272,178
stage_2,4,3,BIG,Team Liquid,370,0.0074,0.6067005391598723,228,142
stage_2,4,3,BIG,Team Spirit,535,0.0107,0.2531405177646207,120,415
stage_2,4,3,BIG,paiN Gaming,831,0.01662,0.5740715465252678,460,371
stage_2,4,3,BetBoom Team,9z Team,1003,0.02006,0.616186459421388,621,382
stage_2,4,3,BetBoom Team,Astralis,922,0.01844,0.5795826638737739,544,378
stage_2,4,3,BetBoom Team,B8 Esports,795,0.0159,0.5841325631023765,444,351
stage_2,4,3,BetBoom Team,BIG,855,0.0171,0.5323420109579063,469,386
stage_2,4,3,BetBoom Team,FUT Esports,782,0.01564,0.5553126500300316,433,349
stage_2,4,3,BetBoom Team,FlyQuest,584,0.01168,0.6153041171114118,356,228
stage_2,4,3,BetBoom Team,G2 Esports,832,0.01664,0.5045951382182355,436,396
stage_2,4,3,BetBoom Team,Gaimin Gladiators,262,0.00524,0.7291772749254506,204,58
stage_2,4,3,BetBoom Team,GamerLegion,900,0.018,0.4893427988551112,424,476
stage_2,4,3,BetBoom Team,Heroic,611,0.01222,0.6717388358843791,404,207
stage_2,4,3,BetBoom Team,Legacy,878,0.01756,0.5218242350615044,446,432
stage_2,4,3,BetBoom Team,Lynn Vision Gaming,445,0.0089,0.7085868504366631,305,140
stage_2,4,3,BetBoom Team,M80,561,0.01122,0.6621855701459298,371,190
stage_2,4,3,BetBoom Team,MIBR,699,0.01398,0.6373574800576594,440,259
stage_2,4,3,BetBoom Team,Monte,971,0.01942,0.6621989858901375,633,338
stage_2,4,3,BetBoom Team,NRG Esports,235,0.0047,0.7774739528140124,186,49
stage_2,4,3,BetBoom Team,Sharks Esports,413,0.00826,0.7206149885896598,299,114
stage_2,4,3,BetBoom Team,Sinners Esports,748,0.01496,0.6354565344989138,483,265
stage_2,4,3,BetBoom Team,THUNDERdOWNUNDER,151,0.00302,0.7212650789176434,100,51
stage_2,4,3,BetBoom Team,TYLOO,507,0.01014,0.6904875176894828,351,156
stage_2,4,3,BetBoom Team,Team Liquid,436,0.00872,0.7088961645965903,309,127
stage_2,4,3,BetBoom Team,Team Spirit,574,0.01148,0.3472916479631338,187,387
stage_2,4,3,BetBoom Team,paiN Gaming,1021,0.02042,0.6154976396366945,620,401
stage_2,4,3,FUT Esports,9z Team,1692,0.03384,0.6201095803350011,1066,626
stage_2,4,3,FUT Esports,Astralis,1884,0.03768,0.4617431263477422,853,1031
stage_2,4,3,FUT Esports,B8 Esports,851,0.01702,0.5397662495149186,464,387
stage_2,4,3,FUT Esports,BIG,932,0.01864,0.5209604874541418,503,429
stage_2,4,3,FUT Esports,BetBoom Team,973,0.01946,0.4295393979542116,435,538
stage_2,4,3,FUT Esports,FlyQuest,639,0.01278,0.6056494097589037,411,228
stage_2,4,3,FUT Esports,G2 Esports,1852,0.03704,0.4489722248743712,822,1030
stage_2,4,3,FUT Esports,Gaimin Gladiators,306,0.00612,0.6719007526341157,209,97
stage_2,4,3,FUT Esports,GamerLegion,1012,0.02024,0.45857484001810794,471,541
stage_2,4,3,FUT Esports,Heroic,750,0.015,0.5864686319595463,444,306
stage_2,4,3,FUT Esports,Legacy,1868,0.03736,0.44920050637361025,853,1015
stage_2,4,3,FUT Esports,Lynn Vision Gaming,442,0.00884,0.6932889340050709,317,125
stage_2,4,3,FUT Esports,M80,661,0.01322,0.6337665103038597,435,226
stage_2,4,3,FUT Esports,MIBR,813,0.01626,0.5441115995336758,426,387
stage_2,4,3,FUT Esports,Monte,1940,0.0388,0.5596261926910683,1092,848
stage_2,4,3,FUT Esports,NRG Esports,282,0.00564,0.7457613236052313,204,78
stage_2,4,3,FUT Esports,Sharks Esports,436,0.00872,0.6794958532518988,295,141
stage_2,4,3,FUT Esports,Sinners Esports,824,0.01648,0.528807168328171,434,390
stage_2,4,3,FUT Esports,THUNDERdOWNUNDER,184,0.00368,0.7289664711637237,131,53
stage_2,4,3,FUT Esports,TYLOO,592,0.01184,0.6710920743730963,393,199
stage_2,4,3,FUT Esports,Team Liquid,460,0.0092,0.5943083484804125,298,162
stage_2,4,3,FUT Esports,Team Spirit,1380,0.0276,0.22233217827040813,326,1054
stage_2,4,3,FUT Esports,paiN Gaming,1943,0.03886,0.5377019199682928,1052,891
stage_2,4,3,FlyQuest,9z Team,568,0.01136,0.49084067974170353,292,276
stage_2,4,3,FlyQuest,Astralis,495,0.0099,0.3871567850952833,185,310
stage_2,4,3,FlyQuest,B8 Esports,408,0.00816,0.4587725631424121,176,232
stage_2,4,3,FlyQuest,BIG,466,0.00932,0.38369052542962073,168,298
stage_2,4,3,FlyQuest,BetBoom Team,501,0.01002,0.3860451376238028,197,304
stage_2,4,3,FlyQuest,FUT Esports,494,0.00988,0.39482916158546966,195,299
stage_2,4,3,FlyQuest,G2 Esports,468,0.00936,0.37282958539961464,179,289
stage_2,4,3,FlyQuest,Gaimin Gladiators,151,0.00302,0.6412761462795045,100,51
stage_2,4,3,FlyQuest,GamerLegion,484,0.00968,0.375296822842352,165,319
stage_2,4,3,FlyQuest,Heroic,396,0.00792,0.527211122327652,219,177
stage_2,4,3,FlyQuest,Legacy,505,0.0101,0.3676587805576028,188,317
stage_2,4,3,FlyQuest,Lynn Vision Gaming,216,0.00432,0.5935276934045883,129,87
stage_2,4,3,FlyQuest,M80,383,0.00766,0.5407100229293589,189,194
stage_2,4,3,FlyQuest,MIBR,416,0.00832,0.5385991394563298,218,198
stage_2,4,3,FlyQuest,Monte,524,0.01048,0.4783815877432272,261,263
stage_2,4,3,FlyQuest,NRG Esports,163,0.00326,0.639435666367878,96,67
stage_2,4,3,FlyQuest,Sharks Esports,246,0.00492,0.6198513153451353,149,97
stage_2,4,3,FlyQuest,Sinners Esports,398,0.00796,0.44457785993508897,186,212
stage_2,4,3,FlyQuest,THUNDERdOWNUNDER,80,0.0016,0.6665128962972464,61,19
stage_2,4,3,FlyQuest,TYLOO,277,0.00554,0.5493921973605117,150,127
stage_2,4,3,FlyQuest,Team Liquid,248,0.00496,0.5356582394841176,125,123
stage_2,4,3,FlyQuest,Team Spirit,327,0.00654,0.22051762985193463,76,251
stage_2,4,3,FlyQuest,paiN Gaming,524,0.01048,0.46863015258015284,261,263
stage_2,4,3,G2 Esports,9z Team,1727,0.03454,0.6174720237153619,1052,675
stage_2,4,3,G2 Esports,Astralis,1347,0.02694,0.5759314593055282,772,575
stage_2,4,3,G2 Esports,B8 Esports,908,0.01816,0.5761922545104066,525,383
stage_2,4,3,G2 Esports,BIG,966,0.01932,0.5708851264080064,546,420
stage_2,4,3,G2 Esports,BetBoom Team,1014,0.02028,0.4973636616586222,472,542
stage_2,4,3,G2 Esports,FUT Esports,1282,0.02564,0.5586590925453185,696,586
stage_2,4,3,G2 Esports,FlyQuest,675,0.0135,0.6283373646192337,423,252
stage_2,4,3,G2 Esports,Gaimin Gladiators,288,0.00576,0.6975074320200361,206,82
stage_2,4,3,G2 Esports,GamerLegion,1060,0.0212,0.5336480012437249,574,486
stage_2,4,3,G2 Esports,Heroic,711,0.01422,0.5970856718863465,444,267
stage_2,4,3,G2 Esports,Legacy,1592,0.03184,0.5317515858675373,848,744
stage_2,4,3,G2 Esports,Lynn Vision Gaming,405,0.0081,0.6844369358860063,296,109
stage_2,4,3,G2 Esports,M80,641,0.01282,0.6739161310888858,422,219
stage_2,4,3,G2 Esports,MIBR,754,0.01508,0.6453831968244255,480,274
stage_2,4,3,G2 Esports,Monte,1683,0.03366,0.6340119031462039,1059,624
stage_2,4,3,G2 Esports,NRG Esports,260,0.0052,0.7517364818072526,187,73
stage_2,4,3,G2 Esports,Sharks Esports,438,0.00876,0.6727149799539748,285,153
